"OC","bedCount","revenue1","salescost1","sga1","salary1","noi1","noe1","interest1","ctax1","profit1","liquidAsset1","quickAsset1","receivableS1","inventoryAsset1","nonCAsset1","tanAsset1","OnonCAsset1","receivableL1","debt1","surplus1","revenue2","salescost2","sga2","salary2","noi2","noe2","interest2","ctax2","profit2","liquidAsset2","quickAsset2","receivableS2","inventoryAsset2","nonCAsset2","tanAsset2","OnonCAsset2","receivableL2","debt2","surplus2","employee1","employee2","ownerChange"
"open",66,2873145560,244796391,2189079494,1208682720,52266015,105878659,99452659,58497930,327159101,2186703392,2170423489,677270215,16279903,4041589614,4006259614,35330000,0,2541673060,650795846,2614371550,190179252,2290276109,1236662310,51723547,106243107,104493107,5907600,73489029,1933259246,1896808573,673599949,36450673,4050064014,4015064014,3.5e+07,0,2623862415,323636745,41,41,"same"
"open",443,9727881621,473434297,9182411869,5840380131,209606365,71458711,66733222,212351388,-2168279,4165669934,4091845309,0,73824625,12492523556,12386064178,101450000,0,9760714932,3028763583,10423940850,492911819,8798062838,5802372340,331159830,643114400,77298716,138766200,682245423,4851313657,4778449020,7024930,72864637,6818217951,6428117951,390100000,0,4769884771,3030931862,165,177,"same"
"open",87,6468678065,4520545589,1933533374,515932760,146463658,152276743,141753364,2451390,6334627,1335211164,1245165202,83630,90045962,5223117354,5071816661,102654000,0,4929773900,130184688,6885203728,4654284727,2189146055,524660770,146061731,166824678,150749976,4181640,16828359,1137819649,1045518656,24900,92300993,5340485530,5179330680,107654000,0,4856085188,123850061,80,80,"same"
"open",197,4420913028,105623633,3848483874,2026642320,49969590,75454097,72654097,44756120,396564894,2835288459,2832106922,988025310,3181537,2676634580,2434302752,20158400,0,2252128208,0,4082855564,108809529,3680018977,1871455564,61466338,97073279,75699266,81386380,177033737,2610594680,2607010661,980304272,3584019,2530174906,2321854723,20158400,0,2277539649,0,64,71,"same"
"open",54,4513667860,355488516,3652253939,2205043025,14385234,109491484,106730634,0,410819155,1018987392,982736072,0,36251320,1686221377,1634221377,5.2e+07,0,2348021544,0,6066270647,383503696,5594760357,3173546613,6453360,83811547,78474532,0,10648407,964320370,889506309,2049330,72814061,1633923321,1581923321,5.2e+07,0,2651875621,0,50,50,"same"
"open",110,4069134051,169258723,3693896979,2163616503,27824177,54801070,52601070,18137747,160863709,2047184021,2030600021,606836120,16584000,5869344722,5713886520,46214306,0,2391937264,0,3741192610,167704435,3360001732,2026980412,17528185,61981395,60381395,17450307,151582926,1741058612,1725816612,547839174,15242000,6222678762,6095813591,46214306,0,2387106119,0,60,58,"same"
"open",64,4402779495,719458530,4131517858,2436024468,421766030,402413737,337684720,3691536,-432536136,1721583843,1633399873,603445494,88183970,6818070056,6769058056,18200000,0,6433266635,0,4359137106,866987735,4056508299,2305598766,200502914,142428505,130172290,7968260,-514252779,1443893244,1429874912,377644445,14018332,6921974330,6887962330,8200000,0,5826944174,0,53,53,"same"
"open",172,18602588959,1378328519,16696997338,8523267168,17986332,278064409,188321117,16527773,250657252,4129848379,3960591865,0,169256514,5781986034,2678973434,3103012600,0,6366711463,0,18011662834,1397386289,16148732299,8357744240,22433366,290264863,209721303,9653593,188059156,3913591400,3696814709,0,216776691,5669110425,2566097825,3103012600,0,6288236127,0,126,142,"same"
"open",123,5922176260,762561904,5051605358,2985940278,17358432,159215313,159015213,0,-33847883,664604194,634665288,498266469,22654832,7606982891,7596107891,10875000,0,7337092616,0,5648996833,667080956,4864155040,2899442725,24135944,185302534,172551294,1459540,-44865293,650844146,613932511,430043507,22619926,7632903788,7622028788,10875000,0,7315405582,0,62,62,"same"
"open",139,3912308309,0,3724445009,2159346219,9022072,185585780,149867274,123210,11176382,1471783177,1453863267,1443258772,17919910,8518971504,8513671504,5300000,0,5486341145,0,3955570620,0,3807856500,2097622279,17499934,153671725,153671725,248270,11294059,1213366305,1199564450,1066108655,13801855,8434005204,8428705204,5300000,0,5154134355,0,67,68,"change"
"open",52,4514215440,0,4036410518,2154045230,29509819,400042611,62144223,13738530,93533600,1917868196,1917868196,1138467706,0,3795393423,3375544415,418675000,0,2328117738,0,2856027172,0,2734692801,1489055218,21921196,59745257,40854754,0,83510310,1607549900,1607549900,1113677908,0,3864472049,3445796072,417675000,0,2180411668,0,27,27,"same"
"open",159,4510755010,176041710,3833858032,2393067500,46397182,439303365,55308705,31793780,76155305,509781961,494548033,324429480,15233928,6825751273,5484709623,206960000,0,3552619390,1843579110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,80,"same"
"close",203,5423356760,0,5212041365,2958249630,23843435,128888619,128638631,11620200,94650011,2851342587,2734710577,1085357366,116632010,5453158237,5438850237,0,0,4457666685,0,5073663325,0,4984086235,3060033500,40391187,129291122,128791122,10915720,-10238565,1181462740,1161359150,831461710,20103590,5304340847,5290032847,0,0,2733619459,0,NA,NA,NA
"open",82,5018611488,1335988277,3368630616,2298262081,0,0,0,0,313992595,2303746422,2201712042,309019196,102034380,2669820503,2455169124,0,0,2792441124,0,4202149765,1075506436,2851425455,1919977875,73223867,247272640,67733040,0,101169101,1544947009,1439524429,339857969,105422580,2742002257,2571980621,0,0,2225671230,0,62,62,"same"
"open",163,6310992576,550507949,5477511358,3556977133,4810272,257312789,251312789,0,30470752,1230211709,1033601119,847459961,196610590,12212749915,12154992794,50010921,0,7495778716,0,5849063999,305938434,5955501335,3797856752,29831061,286259908,226259908,0,-668804617,615315902,589324768,567822520,25991134,12099437515,12073408215,14410000,0,6933192091,0,54,54,"same"
"open",151,4864303400,210410492,4351809420,2026782710,69291950,69713374,69112374,57444700,244217364,4347935440,4333035623,402771070,14899817,2302618910,2102793572,199825338,0,4061217029,0,4695528403,216675520,4240156629,1888816750,57429663,31953991,31353991,7810050,256361876,2512343330,2490427355,420980580,21915975,1740905791,1568485791,172420000,0,1908129164,0,46,46,"change"
"open",172,15806789758,1884745792,13380477996,6363400069,67783672,535667631,251712340,0,73682011,3211316609,2942550720,1753750509,174371656,14670638489,14197103423,2e+06,0,13152880675,0,16464484050,1805124969,14852795932,7418066156,32624532,277527657,271746312,0,-438339976,3034115228,2865788728,1742664838,168326500,12562146664,12008584850,3.07e+08,0,10940869480,0,164,158,"same"
"open",79,4876152720,845017989,3594048070,1541308057,84157346,216277784,176166864,0,304966223,1545362015,1501232265,634865120,44129750,5993144115,4471767853,1321376262,0,3112913269,0,5219541410,896585163,3714802708,1505102513,161973225,134623408,124922593,146669963,488833393,2777675878,2752716078,768553966,24959800,4291303053,3814303053,2.77e+08,0,2745397819,0,42,42,"same"
"open",205,22074444856,2299286322,18699221543,13280151683,174577053,1080923960,1050738614,0,169590084,3719642702,3690402659,18600000,29240043,45738313687,45307390187,308021000,0,29593624063,0,14114273223,345039311,13016804703,8178137421,202646137,761957526,638729782,0,193117820,2055276661,1854849293,0,200427368,45746705612,45188428382,326317000,0,26417818053,0,406,268,"same"
"open",105,2505862000,238781085,2227383031,1610142230,30664315,68643213,58393471,718210,1000776,778057419,773894419,0,4163000,3905719128,3817188918,82555000,0,3094612197,0,2515554950,257699957,2207580527,1558665260,17605440,76141001,59479414,478630,-8739725,584173632,580242132,560489559,3931500,3523339847,3440334847,79555000,0,2519349905,0,46,58,"same"
"open",186,5237992090,0,5060655115,2623322811,43303738,65834636,61730290,18939260,135866817,2510609429,2493819051,43775710,16790378,7937685054,7870685054,1.7e+07,0,4079713996,0,4481832700,0,4170616450,2335080779,45984401,76545728,57185457,16604980,264049943,1930380604,1911873874,43760000,18506730,8120770362,8108770362,1.2e+07,0,3818437296,0,52,52,"same"
"open",176,6571258948,430375858,5682418044,3510649384,4674245,628824533,214499355,6814740,-172499982,1238752907,1209801580,620224474,25863183,7315148977,7248891128,37206000,0,8677466951,-123780751,6704711843,425994179,5770900848,3482048271,22202598,465232518,207025888,0,64786896,1195896596,1163398540,538592224,25387186,7280291764,7214352956,37486000,0,8415348725,60623951,73,74,"same"
"open",139,3739538160,124560273,3472191830,2357002760,1183205,137378952,128899351,712536,5877774,2958333924,2941566054,2667982277,16767870,2658662606,2646662606,1.2e+07,0,3811639430,220922100,3821011720,145137891,3530079722,2444544860,4417623,131396160,118387170,2074189,16741381,2775377513,2761169440,2478613184,14208073,2729101918,2705101918,2.4e+07,0,3705000105,215044326,77,76,"same"
"open",246,24937652826,2759434565,19365757034,11221603333,1148292387,3260238297,50174481,109027535,591487782,6666428466,6395390010,3175867013,271038456,19091145590,16554045040,143045000,0,16239697460,0,23775709051,2498268512,19568814086,11146113720,787215419,2039308230,58463595,80219440,376314202,4519969077,4267318869,2491511973,252650208,18725478397,16047570558,151045000,0,13137197222,0,235,235,"same"
"open",112,3727356228,609057643,3087298594,1903763407,7255354,22908869,22685659,886801,14459675,493153108,427804676,0,65348432,2177525614,2176872114,0,0,2670678722,0,3669343091,647855195,2974183562,1890014261,3890358,32419722,24547082,4080,18770890,442442352,417878045,0,24564307,2181325098,2180671598,0,0,2623767450,0,50,50,"same"
"open",79,10395309068,7651858166,2277098293,0,149939564,522247900,72572683,17253838,76790435,1462809109,1411710944,1276918833,51098165,3705892669,3487931404,19071600,0,3981817497,0,9392555464,7065117786,2072803160,0,16010229,373363398,85107699,106623650,-209342301,1204704597,1153930899,0,50773698,3895417299,3600789832,121921600,0,3784552900,0,90,116,"same"
"open",371,22182833325,0,21149339373,11431230585,159408324,789142893,434378222,44353960,359405423,3379067297,3273840865,2932880403,105226432,20875402338,20671582338,203820000,0,14191230683,5794042630,17035303266,0,16457635498,9426268884,235232889,527167016,492448544,35896570,249837071,2465580423,2414473983,1729350229,51106440,22814367039,22111434373,178820000,0,14248205097,5794042630,200,200,"same"
"open",184,4820682660,273492440,4340858096,2684587544,23999783,166975228,159602262,0,63356679,1165242567,1141298140,0,23944427,7185170208,7165341613,0,0,5375173294,0,4230518701,213496407,4394447341,2495426129,14632665,192434876,170428859,0,-555227258,941750008,917136422,0,24613586,7299028539,7252484447,0,0,5328027592,0,72,72,"same"
"open",118,3181412670,523082496,3177860862,1626052720,157182796,179484467,121356136,0,-541832359,2144308762,2078164257,38002190,0,7238835416,7232909416,0,0,7089935634,26167024,4468021810,678532410,3670165594,2170778341,101710547,112074021,100498219,10077510,98882822,2530173852,2433911120,614493270,62048901,4844458673,4735361171,0,0,4540522032,567068973,4,62,"change"
"open",0,20970835394,11468904553,8325000838,4065724023,102803725,1130640294,352004568,81205325,67888109,8491667516,8117434690,4470385,374232826,4775362350,3345685508,1354400000,0,11529607985,0,18474101349,9910495688,7294101479,3241632817,88879599,555976895,279073848,201515790,600891096,7117556473,6846458543,10254976,271097930,4417300738,3249642394,1121500000,0,9744442321,0,152,127,"same"
"close",326,2179020670,312206615,1507567008,907395730,33436412,208281214,18920952,0,184402245,3535249679,3432644103,3132667033,102605576,16681779738,16651052086,0,0,12496838310,7720191107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,320,"same"
"open",135,19820211573,0,19268822664,10170783350,677234658,852105378,71182616,88220540,288297649,7469546939,7247009994,9080400,222536945,6112290857,5670290577,0,0,7832408821,0,18019873815,0,17884806691,9343406747,632784272,477447263,91186061,33234030,257170103,7058269302,6857386370,576240245,198781859,7496603455,5928822579,0,0,8851682335,0,212,204,"same"
"open",119,3032307576,0,2743241790,1850683610,1687838,240125262,53306929,0,50628362,1375235602,1375235602,976488969,0,1797718878,1776203444,10922100,0,2782354225,0,2576710770,0,2539010571,1661372460,10116455,172741916,57048366,0,-124925262,1474948014,1474948014,1067153986,0,1792331324,1770815890,10922100,0,2927307445,0,48,48,"same"
"open",148,4585947110,0,4353536594,2717990950,9520,144772072,144763072,6354962,81293002,886164061,766087411,668817345,9142090,3339274919,3328434919,10840000,0,3120289942,1215372032,4489269191,0,4243365969,2611847461,44612307,228450298,136790055,0,62065231,994878709,870155401,619023839,9753288,3266433815,3255593815,10840000,0,3237456488,1215372032,84,80,"same"
"open",178,7635033185,1105648415,5025945933,2983431057,56882331,649871226,138719144,390707290,519742652,3749386943,3749386943,563299007,0,17071275951,17007615951,3.3e+07,0,15761771313,4133047781,7152077089,984055067,4341348567,2645334210,34726401,838076990,41054637,99922050,923400816,5566386987,5566386987,593604480,0,6771102543,6035742543,704700000,0,7798340601,3613305129,77,57,"same"
"open",110,3406805440,101664431,3270737840,1902775696,3731130,34452664,33447044,555943,3125692,1168077112,1031040291,379640537,137036821,2138047001,1380818932,6.15e+08,0,1715081673,0,3717776540,122463478,3498397989,1939870748,12063743,30283190,27160860,8787370,69908256,730020143,657805006,418252464,72215137,2056783657,1417235335,615500000,0,1198887052,0,64,60,"same"
"open",174,4560950980,0,4476162141,2970504520,4320766,35049996,33765714,0,54059609,595869820,595869820,591287262,0,4017965247,3972170052,3e+05,0,3206506157,0,4947558930,0,4526847413,2686624470,3629941,37342806,35626335,0,386998652,606930006,606930006,597153373,0,3931029297,3882126635,3e+05,0,3184690002,0,113,95,"same"
"open",64,9229935905,1109103580,7406350689,4253616743,25200082,264227281,158605623,89758880,385695557,1409192294,1336495794,880612042,72696500,7763557968,4966943617,2789370000,0,7384148726,0,8817827807,842178695,7360184253,3805778255,24658439,274133788,126051602,53098730,312890780,1538305211,1445586651,844117549,92718560,6275802296,5215146579,1050819860,0,6411201528,0,87,88,"same"
"open",132,3636213460,0,3482038513,1501973920,14660591,86467211,79466829,13728780,68639547,2558458257,2484679631,0,73778626,2870205701,2578795301,291410400,0,2427467276,0,3498255740,0,3284151744,1440826940,48361247,171601490,63350124,25150200,65713553,1570251790,1541559788,0,28692002,2693610386,2669090386,24520000,0,1331305041,0,65,65,"same"
"open",0,1889868160,112831634,1694669688,1077318381,775718,88591335,44166097,0,-5448779,156429738,136801297,0,19628441,2259644104,2259454904,189200,0,1579396583,0,1554736752,81392482,1501394890,902523373,1667278,99406790,43509776,3212000,-129002132,165019848,135149527,0,29870321,2304934258,2289745058,15189200,0,1627828068,0,35,32,"same"
"open",69,1889868160,112831634,1694669688,1077318381,775718,88591335,44166097,0,-5448779,156429738,136801297,0,19628441,2259644104,2259454904,189200,0,1579396583,0,1554736752,81392482,1501394890,902523373,1667278,99406790,43509776,3212000,-129002132,165019848,135149527,0,29870321,2304934258,2289745058,15189200,0,1627828068,0,35,32,"same"
"open",27,6289384698,559995789,5639371892,3534244170,240526050,213741618,86556060,36785553,80015896,2426713126,2411774833,0,14938293,5174547326,4357100946,7500000,0,4155435091,0,6110888930,470661504,5570614879,3577377760,218285119,89604837,67859301,29293779,168999050,2615138960,2558202417,2265906,56936543,5149757803,4317687277,0,0,4201229110,0,87,90,"same"
"open",247,8724315850,398405019,8130593828,4678699000,10016358,173648621,168267791,0,31684740,1412000458,1387917384,1206012041,24083074,8523803748,8511398994,0,0,8538970386,0,8224437198,422445109,7546143860,4634800661,21813232,157407299,152877289,0,120254162,1700861209,1676107349,1008420652,24753860,8767254407,8644702507,0,0,8465053127,0,125,125,"same"
"open",164,3158287120,0,2871188170,1724611632,42086155,96397714,33367364,13752849,219034542,806415124,806415124,375894504,0,2226761694,1948486577,7.8e+07,0,1486343856,0,3021570554,0,2851573317,1732276153,8512397,115799213,33126030,16300,62694121,644727406,644727406,245612720,0,2127562465,2019562465,7.8e+07,0,1444491451,0,54,57,"same"
"open",272,7773840222,0,7250000089,3535953490,9130131,145061638,93909038,62786300,325122326,1262179844,1242915553,5316000,19264291,9651415811,9326984694,259520000,0,3601113812,0,8037916238,0,7240013564,3565235640,4937557,151273048,101774070,130207660,521359523,1065771628,1035899305,0,29872323,9649572262,9348268029,261520000,0,3740236153,0,105,113,"same"
"open",445,16040269195,997606904,14328146183,8069417765,484055204,317440621,220749130,0,881130691,3089401900,3027247021,2832728154,62154879,12463310279,11653244003,356335670,0,9265153949,0,14062110863,838828791,12498766958,6754447050,1221733729,1414039695,238537265,0,532209148,2587582723,2526790245,2116472880,60792478,13250816463,12494019510,314420670,0,10346971647,0,170,170,"same"
"open",34,2415683553,120760393,2143235263,1218134771,3464672,38509826,33048338,0,116642743,719925338,718919338,504706150,1006000,1677205862,1555885862,121320000,0,1012611303,0,2243537133,92498215,2049034500,982007748,42343302,38238823,32998373,0,106108897,625958862,625188062,430269320,770800,1730475480,1621065480,109410000,0,1088542608,0,39,39,"same"
"open",24,2707913302,114450149,2851076112,1632665669,86168978,132403149,124167516,59990,-303907120,1935352281,1917960465,61972724,17391816,2368180138,2297780116,53900000,0,3456400747,0,2579446820,109274348,2748336659,1406660465,109810953,116277519,104169621,0,-284630753,1950442315,1928897752,68423742,21544563,2695554655,2626748637,52360000,0,3494958178,0,50,52,"same"
"open",84,10647091981,967696076,9770809764,6455269020,207952862,348683260,249921361,54732450,-286876707,3600187215,3501247824,1167730841,98939391,8126053860,6711192556,176054100,0,8178294826,0,11081603006,969602382,9806518426,6476989260,407029861,497179113,278399673,0,215332946,3941833575,3857512750,1113566910,84320825,8259830886,6854712117,176054100,0,8366841505,0,140,138,"same"
"open",0,5961811521,5770950605,0,0,55672361,104120176,0,0,142413101,988933060,958341634,512711425,30591426,2286591951,1921541951,365050000,0,2354158255,0,6148148498,5860761306,0,0,39511949,81487714,0,0,245411427,1026390091,995930891,445325111,30459200,2175889460,1810839460,365050000,0,2398694011,0,67,67,"same"
"open",115,3603244610,97299642,3139340298,1934447480,60351052,212860465,212860463,592260,213502997,1227343466,1217018466,543144174,10325000,9092248465,8024758987,490500000,0,5255032448,0,3586606040,117687279,3187320474,1803387510,29854174,301010806,300773116,0,10441655,1298868300,1287618300,532827704,11250000,9259160924,8270503217,490500000,0,5515384298,0,75,74,"same"
"open",194,9310168399,1079122076,7674704874,4473314850,9104460,407921278,302674990,0,157524631,978100715,824891075,216851561,153206830,8981910686,8696915686,284995000,0,8182226013,0,7162359833,973033043,6500775721,3618767663,1361057,362180140,271311494,7188440,-679456454,871763398,718541197,563089307,153222201,9093623718,8613913033,479710685,0,8345126359,0,77,79,"same"
"open",142,4631822341,175420450,4156456673,2431561969,22561949,258121528,254712172,0,64385639,1498535685,1476814458,0,21721227,29860000,0,0,0,8208113025,0,3501965740,131175767,3570489364,1975525525,445700839,109036198,96722996,0,136965250,928218045,915110234,0,13107811,21240000,0,0,0,6981606119,0,52,52,"same"
"open",33,5609271774,0,5364238546,3124633000,107551043,70852609,70852609,78658530,203073132,1283350179,1247869687,0,35480492,5569869787,4882944770,686925017,0,2373122234,0,5625557316,0,5209122228,3124463121,51913734,33137355,33137355,79265330,355946137,1211745869,1179685645,0,32060224,5699405326,5012480309,686925017,0,2634126595,0,95,97,"same"
"open",163,17078280044,13483999574,3740457560,0,619625591,427782338,392064064,0,45666163,2616439890,2473847991,0,142591899,16510214399,16157114449,0,0,15376480280,0,16604170609,13112227920,3638218628,0,576412417,397685953,386333118,0,32450525,2228535993,2106914293,0,121621700,15978576147,15925845297,0,0,14502604294,0,212,212,"same"
"open",139,9212685147,1532127295,7146826322,3647429120,29746681,270744162,216276897,0,292734049,5952626476,5719790010,5136717251,232836466,9304105187,8637023324,1462420,0,16256505507,0,9752084790,1698987784,7650329812,3962101980,140770053,324465233,234272882,0,219072014,6167035323,5855941182,4916058763,311094141,9022870146,8472243324,5465420,0,16482413362,0,125,125,"change"
"open",163,4960650700,378853347,4255827832,2460193400,53356921,236839636,99440356,23212200,119274606,1105781692,1099906152,0,5875540,4707572693,4541294454,1195000,0,3453501302,1228047083,4915800180,359558795,4100431553,2365337858,34339304,291923377,78833442,10932420,187293339,1050633643,1044175189,0,6458454,4499197427,4396251874,1195000,0,3309252593,1108772477,72,72,"same"
"open",29,2544681333,185403666,2162552738,1386496770,37865186,63956411,63351740,0,170633704,1423337612,1097122682,99215878,2893195,1970288849,1901292049,38139000,0,2093003638,179092584,2441889380,181699815,2031396546,1392106304,59277680,98306927,60969286,0,189763772,1016804504,957102875,89273225,2054789,1959162849,1898410049,29895000,0,1819301704,35135410,20,19,"same"
"open",80,1447423370,188587415,1158860847,860773090,24905355,32708225,27284675,9315580,82856658,748620856,744443740,229137320,4177116,1406985935,1323220767,2090000,0,1060627438,237514353,1485573370,173299410,1256575572,930403430,47198680,59905043,59628631,2995410,39996615,640011682,634709312,116044900,5302370,1401737470,1310201110,0,0,1029626457,154657695,32,37,"change"
"open",63,5423601276,610814095,4750905704,2489826510,32865748,0,113003550,0,94747225,2534004629,2521630529,4384920,12374100,3321908394,3316388394,5520000,0,4719856486,233564737,5260835477,545785601,4483510776,2356896400,55467932,0,210193986,0,287007032,1810593954,1799857954,0,10736000,3472938146,3472418146,520000,0,4127075811,253964489,60,60,"change"
"close",151,8845472370,0,7958490489,4417377237,1387529100,721898676,508846626,0,1552612305,2496923943,2486976465,1884654612,9947478,9857683648,9790784463,3.5e+07,0,6655088393,0,8826799105,0,8466493782,4278804010,17791653,3044055212,679562919,0,-2665958236,7374078034,7363782196,1097542232,10295838,7828429607,7787346560,0,0,14952433609,0,110,110,"same"
"open",62,6923501908,910927882,5347124884,2327088756,164850301,889853708,269203575,0,-59554265,1624753493,1565268283,1062342033,59485210,9770013636,9348541430,6.2e+07,0,7732424145,0,4668442870,680140030,4309589884,2047866940,21817301,287951620,158125701,0,-587421363,831512413,769069305,313264260,62443108,9625376628,9424372478,4.3e+07,0,6734991792,0,89,89,"change"
"open",18,2727724577,119530728,2427895541,1442333855,13319421,126640001,56761694,7367550,59610178,515878027,502621577,480504551,13256450,3452352168,3432352168,2e+07,0,1777401255,182834440,2439490350,110733389,2240253352,1285935675,4713136,77098054,60379363,2227850,13890841,470362319,455148089,447496954,15214230,3585027698,3565027698,2e+07,0,1924171255,123224262,37,37,"same"
"open",84,2200563127,0,2892340566,1515453951,1081106539,663473305,62879559,443270,-274587475,315969802,257859503,0,58110299,6729075072,6682029135,40042000,0,5420903760,183334272,2731341817,0,2727490842,1487637570,365206191,363382056,51797142,1860750,3814360,644995931,583350611,0,61645320,2866118689,2829902660,29272000,0,1612386031,457921747,49,47,"same"
"open",192,5797472935,0,5054568500,2611141644,89908565,593037032,184635214,15579654,224196314,2038937929,1813059697,376041841,132791206,5593103769,5475503769,117600000,0,3433619699,325640999,3369586780,0,3206743024,1849025470,54961677,116360748,102307837,0,101444685,1004630950,920080950,523125269,84550000,6205033230,6093433230,99600000,0,3235438495,101444685,88,75,"same"
"open",171,4725730450,303701697,4121940036,2432997390,19028897,171270517,109732873,8910060,138937037,1582284364,1506154249,1422268975,76130115,4998707916,4974651916,24056000,0,3547085439,720633000,4609725770,306122420,4025566727,2423381962,13522510,205408608,119884500,0,86150525,1397578726,1344591877,1301901015,52986849,5127734719,5101878719,25856000,0,3630343641,720633000,95,95,"same"
"open",168,4583728050,0,4283123967,2383593130,21013603,184727441,173869761,19484510,117405735,1166191369,1166191369,0,0,5821804520,5798749520,23055000,0,4195644288,0,4045477870,0,3568759573,2097369855,49923028,162001765,152132872,0,364639560,727839528,724159258,0,3680270,4234076072,4211021072,23055000,0,3851402854,0,78,87,"same"
"open",18,3961063760,0,3666161252,2217064014,692310133,75268438,61767433,11105500,900838703,2197992142,2161740308,83720,27554858,4435078996,4129264976,39203000,0,2320962586,0,3981152323,0,3943419607,2213635210,410729273,79137174,65136124,466150,368858665,1505429808,1467279872,77930,32380004,4384239508,4198692975,20051000,0,2478399467,0,50,49,"same"
"open",113,2750405748,67785247,2679970934,1908687413,33172563,46838096,39330601,23760,-11039726,410557265,390612408,271181283,18038659,2388729410,2283950289,1e+08,0,1765105549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,"same"
"open",120,5134000459,0,4283434103,2885928460,42996684,893563040,590734083,0,0,2728567927,2515657282,1711342256,166459321,6088826739,5972182739,31405000,0,6416069105,0,5005326364,0,4075798063,2631017560,65487351,795842804,148925084,0,199172848,2572763798,2365414188,1610593687,166125301,6169651679,6050102679,34310000,0,6297134616,0,70,70,"same"
"open",27,6549416545,570310920,4979715077,2070088454,669266439,948754222,223312362,99577010,620325755,5617900968,5592937238,694060470,24963730,6100798930,4545533641,530979400,0,7225233016,-423766409,5075439045,382770165,4199391515,1586310821,760726321,736492146,195900254,128602480,388909060,3925162187,3885908776,578948903,39253411,5606629657,4828212238,257679400,0,5123895897,110988411,60,49,"same"
"open",185,4587011295,0,4245991101,2123763162,5107832,210109235,147310783,0,136018791,2486338194,2478451984,264400000,7886210,7187599135,7172747581,0,0,6374695832,2829942793,3496322840,0,3355391755,1940251678,64233178,184502010,176384782,0,20662253,2144437512,2092389091,264400000,52048421,7366810605,7365810605,0,0,6348025411,2829942793,67,60,"same"
"open",143,14366893686,3443129530,10797646973,7106044070,590184571,159783451,109944841,126258177,430260126,4412846979,4347877413,1433657052,64969566,5104052744,4854483484,186972000,0,5465610892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,99,"same"
"open",400,9234125840,323735280,8680182659,4674240015,240449255,266072883,259947996,29674450,174909823,0,0,0,0,0,0,0,0,0,0,9939692900,589287909,9075160467,4523338009,124475141,217305656,176849787,22451905,159962104,0,0,0,0,0,0,0,0,0,0,123,138,"same"
"open",172,6202942950,536370490,5203294207,3018631334,152000427,297916768,258105531,17720990,299640922,3274698751,3266745341,537563035,7953410,12973123136,12586246286,99772850,0,9804439346,0,4510257410,418926162,3517868676,1884275335,3488851,353511242,270109788,38291210,185148971,2243622285,2240722185,473796980,2900100,13533699187,13146822337,99772850,0,9633579853,0,98,63,"same"
"open",280,25434636567,0,25811905591,11020559652,9144170639,8686379500,272287592,0,80522115,3075243272,3075243272,2477130,0,22453422638,21860032638,593390000,0,22368402274,0,26490948747,0,25653715427,10923207799,169399165,2602968179,69828501,0,-1596335694,5236299668,5236299668,272371056,0,27449445740,21790490968,1125398600,0,29606003887,0,368,454,"same"
"open",18,2146219377,478709230,1415869663,892605778,22115,409896,0,0,251252703,872608619,784036023,461544754,88572596,9678825088,9668788512,9943000,0,6957108183,0,2118999520,402000368,1618647325,1283293098,404066,88262330,82726386,0,10493563,491534426,404131426,272612148,87403000,6931712790,6926262790,5e+06,0,4370574395,0,32,32,"same"
"close",119,3581089010,510641637,2848303471,2082161911,5208306,220316149,109898956,1799484,5236575,553105306,495965338,199528494,51945110,8795376910,8776376910,1.9e+07,0,5121516400,0,2761940747,382999078,2250512310,1404036227,41706,123437981,100442436,647773,4385311,807748106,756295996,81160134,51452110,8790376910,8773376910,1.7e+07,0,5376395775,0,64,77,"change"
"open",120,2123785550,0,3439262908,1441701611,2431,91373760,90463980,0,-1406848687,174568153,174568153,0,0,4769763420,4715163420,3e+07,0,2514358503,0,2475350460,0,2253260463,1607097121,988,150676393,149620793,0,71414592,244964582,216962196,197839220,28002386,5941912472,5883612472,3e+07,0,2350055297,0,0,58,"same"
"open",277,7067498299,0,7513245635,4501292303,604763153,156814533,138262733,0,2201284,2366079425,2334125879,689766384,31953546,7615802612,7608344612,7458000,0,5516849077,1303573960,7641339255,0,7357466807,4625332208,71810165,139637832,116105443,41548230,174496551,1919494383,1886817821,668413479,32676562,7132543508,6570271603,13458000,0,4589206215,1301372676,140,145,"same"
"open",46,3182228440,516756711,2550482701,1701717993,14420344,55971373,52151874,9771844,63666155,1577384213,1465503675,737560794,95323650,2207894636,2093918636,113975000,0,1953076690,0,3115288840,503113389,2511197491,1623571920,16669270,52052267,51852267,8952430,56642533,1231603572,1158638558,720590179,55821503,2298330004,2195854004,102475000,0,1761397572,0,51,51,"same"
"open",21,1509898680,373997340,1168301867,691646339,42017409,21892426,21125689,0,-12275544,1261112742,1261112742,73640000,0,716870351,714870351,2e+06,0,753187615,0,2053637624,455596775,1578099039,1107076734,35415619,30160301,18256649,0,25197128,1142028505,1139977625,32340000,2050880,788611586,786611586,2e+06,0,689082869,0,14,14,"same"
